mapa,semente,padrao,nivel,n_pivos,n_instancias,exp_orig,exp_deg_fresco,exp_deg_congelado,delta_fresco,delta_congelado
brc000d,42,Linear,0.2,100,7,11.2857,11.1429,10.1429,0.9873,0.8987
brc000d,42,Linear,0.3,10,7,11.2857,30.0,8.5714,2.6582,0.7595
brc000d,42,Linear,0.3,20,7,11.2857,41.2857,8.5714,3.6582,0.7595
brc000d,42,Linear,0.3,50,7,11.2857,25.5714,8.5714,2.2658,0.7595
brc000d,42,Linear,0.3,100,7,11.2857,11.5714,8.5714,1.0253,0.7595
brc000d,42,Sparse,0.1,10,55,94.1091,268.7273,115.8364,2.8555,1.2309
brc000d,42,Sparse,0.1,20,55,77.9091,89.5818,103.6545,1.1498,1.3305
brc000d,42,Sparse,0.1,50,55,72.1818,73.6,97.8727,1.0196,1.3559
brc000d,42,Sparse,0.1,100,55,62.8364,62.8364,91.0727,1.0,1.4494
brc000d,42,Sparse,0.2,10,55,94.1091,394.4364,129.1818,4.1913,1.3727
brc000d,42,Sparse,0.2,20,55,77.9091,109.2182,117.8364,1.4019,1.5125
brc000d,42,Sparse,0.2,50,55,72.1818,82.5818,112.0364,1.1441,1.5521
brc000d,42,Sparse,0.2,100,55,62.8364,65.5636,105.2364,1.0434,1.6748
brc000d,42,Sparse,0.3,10,55,94.1091,370.8,177.2364,3.9401,1.8833
brc000d,42,Sparse,0.3,20,55,77.9091,146.7818,169.9818,1.884,2.1818
brc000d,42,Sparse,0.3,50,55,72.1818,105.5818,166.2727,1.4627,2.3035
brc000d,42,Sparse,0.3,100,55,62.8364,72.7818,159.9091,1.1583,2.5448
brc000d,42,Organic,0.1,10,85,179.9176,224.9294,379.3647,1.2502,2.1085
brc000d,42,Organic,0.1,20,85,126.7529,159.5882,338.3176,1.259,2.6691
brc000d,42,Organic,0.1,50,85,108.3882,105.4353,308.6235,0.9728,2.8474
brc000d,42,Organic,0.1,100,85,94.0588,94.4235,297.4353,1.0039,3.1622
brc000d,42,Organic,0.2,10,85,179.9176,421.6,493.2353,2.3433,2.7415
brc000d,42,Organic,0.2,20,85,126.7529,317.1176,465.2941,2.5019,3.6709
brc000d,42,Organic,0.2,50,85,108.3882,112.8941,449.9529,1.0416,4.1513
brc000d,42,Organic,0.2,100,85,94.0588,125.6471,443.4118,1.3358,4.7142
brc000d,42,Organic,0.3,10,85,179.9176,944.7882,780.1412,5.2512,4.3361
brc000d,42,Organic,0.3,20,85,126.7529,469.4471,746.4941,3.7036,5.8894
brc000d,42,Organic,0.3,50,85,108.3882,169.8941,732.0,1.5675,6.7535
brc000d,42,Organic,0.3,100,85,94.0588,148.0941,726.4235,1.5745,7.7231
brc000d,42,Stochastic,0.1,10,345,443.7884,604.4029,1692.6319,1.3619,3.8141
brc000d,42,Stochastic,0.1,20,345,302.5391,468.8145,1596.3768,1.5496,5.2766
brc000d,42,Stochastic,0.1,50,345,249.4725,323.5391,1553.3362,1.2969,6.2265
brc000d,42,Stochastic,0.1,100,345,227.9043,266.0174,1528.7275,1.1672,6.7078
brc000d,42,Stochastic,0.2,10,345,443.7884,681.3101,2607.629,1.5352,5.8758
brc000d,42,Stochastic,0.2,20,345,302.5391,567.7449,2567.8,1.8766,8.4875
brc000d,42,Stochastic,0.2,50,345,249.4725,398.7275,2511.3623,1.5983,10.0667
brc000d,42,Stochastic,0.2,100,345,227.9043,306.7159,2487.6812,1.3458,10.9155
brc000d,42,Stochastic,0.3,10,345,443.7884,1568.8638,4781.7362,3.5352,10.7748
brc000d,42,Stochastic,0.3,20,345,302.5391,836.0232,4744.2203,2.7634,15.6813
brc000d,42,Stochastic,0.3,50,345,249.4725,600.8,4718.8087,2.4083,18.9151
brc000d,42,Stochastic,0.3,100,345,227.9043,420.3855,4704.287,1.8446,20.6415
brc100d,42,Radial,0.1,10,106,170.5,255.1038,182.8962,1.4962,1.0727
brc100d,42,Radial,0.1,20,106,131.0094,167.0189,157.283,1.2749,1.2005
brc100d,42,Radial,0.1,50,106,88.6981,96.0566,112.7453,1.083,1.2711
brc100d,42,Radial,0.1,100,106,80.8679,83.2453,104.9151,1.0294,1.2974
brc100d,42,Radial,0.2,10,106,170.5,411.783,271.0755,2.4151,1.5899
brc100d,42,Radial,0.2,20,106,131.0094,220.0283,245.0755,1.6795,1.8707
brc100d,42,Radial,0.2,50,106,88.6981,109.3113,204.7642,1.2324,2.3086
brc100d,42,Radial,0.2,100,106,80.8679,91.1132,196.5189,1.1267,2.4301
brc100d,42,Radial,0.3,10,106,170.5,792.0283,270.4528,4.6453,1.5862
brc100d,42,Radial,0.3,20,106,131.0094,306.9528,244.7547,2.343,1.8682
brc100d,42,Radial,0.3,50,106,88.6981,150.1226,204.7547,1.6925,2.3084
brc100d,42,Radial,0.3,100,106,80.8679,93.3208,196.5094,1.154,2.43
brc100d,42,Linear,0.1,10,8,7.75,71.75,7.75,9.2581,1.0
brc100d,42,Linear,0.1,20,8,7.75,71.75,7.75,9.2581,1.0
brc100d,42,Linear,0.1,50,8,7.75,51.75,7.75,6.6774,1.0
brc100d,42,Linear,0.1,100,8,7.75,33.125,7.75,4.2742,1.0
brc100d,42,Linear,0.2,10,8,7.75,61.25,7.75,7.9032,1.0
brc100d,42,Linear,0.2,20,8,7.75,61.25,7.75,7.9032,1.0
brc100d,42,Linear,0.2,50,8,7.75,50.25,7.75,6.4839,1.0
brc100d,42,Linear,0.2,100,8,7.75,50.25,7.75,6.4839,1.0
brc100d,42,Linear,0.3,10,8,7.75,60.5,14.25,7.8065,1.8387
brc100d,42,Linear,0.3,20,8,7.75,60.5,14.25,7.8065,1.8387
brc100d,42,Linear,0.3,50,8,7.75,50.625,14.25,6.5323,1.8387
brc100d,42,Linear,0.3,100,8,7.75,50.625,14.25,6.5323,1.8387
brc100d,42,Sparse,0.1,10,97,159.2062,205.3402,200.3711,1.2898,1.2586
brc100d,42,Sparse,0.1,20,97,99.4536,110.4227,141.8144,1.1103,1.4259
brc100d,42,Sparse,0.1,50,97,79.0722,87.6082,117.2577,1.108,1.4829
brc100d,42,Sparse,0.1,100,97,69.3299,73.7835,107.5155,1.0642,1.5508
brc100d,42,Sparse,0.2,10,97,159.2062,237.4639,245.3814,1.4915,1.5413
brc100d,42,Sparse,0.2,20,97,99.4536,133.8866,185.4536,1.3462,1.8647
brc100d,42,Sparse,0.2,50,97,79.0722,90.6907,161.0928,1.1469,2.0373
brc100d,42,Sparse,0.2,100,97,69.3299,75.732,149.6598,1.0923,2.1587
brc100d,42,Sparse,0.3,10,97,159.2062,501.4742,232.7629,3.1498,1.462
brc100d,42,Sparse,0.3,20,97,99.4536,269.6907,177.701,2.7117,1.7868
brc100d,42,Sparse,0.3,50,97,79.0722,96.9691,154.4845,1.2263,1.9537
brc100d,42,Sparse,0.3,100,97,69.3299,85.3918,142.8351,1.2317,2.0602
brc100d,42,Organic,0.1,10,175,318.6971,336.9943,326.9086,1.0574,1.0258
brc100d,42,Organic,0.1,20,175,187.0457,205.7943,201.0686,1.1002,1.075
brc100d,42,Organic,0.1,50,175,170.0571,183.3029,184.1886,1.0779,1.0831
brc100d,42,Organic,0.1,100,175,161.64,163.2457,175.7657,1.0099,1.0874
brc100d,42,Organic,0.2,10,175,318.6971,455.0057,329.3886,1.4277,1.0335
brc100d,42,Organic,0.2,20,175,187.0457,249.48,207.9829,1.3338,1.1119
brc100d,42,Organic,0.2,50,175,170.0571,194.1143,191.0514,1.1415,1.1235
brc100d,42,Organic,0.2,100,175,161.64,165.84,182.6286,1.026,1.1298
brc100d,42,Organic,0.3,10,175,318.6971,484.1429,595.6914,1.5191,1.8691
brc100d,42,Organic,0.3,20,175,187.0457,327.1429,456.6686,1.749,2.4415
brc100d,42,Organic,0.3,50,175,170.0571,213.4857,424.9086,1.2554,2.4986
brc100d,42,Organic,0.3,100,175,161.64,179.2343,415.0514,1.1088,2.5678
brc100d,42,Stochastic,0.1,10,156,292.9872,350.1282,755.3333,1.195,2.578
