mapa,semente,padrao,nivel,n_pivos,pivos_iguais,celulas_comparadas,celulas_diferentes,frac_diferentes,viraram_inalcancaveis,dist_max_aumento
brc100d,42,Organic,0.2,100,1,3102300,2459979,0.792953,2412771,62
brc100d,42,Organic,0.3,10,1,310230,278664,0.89825,257368,172
brc100d,42,Organic,0.3,20,1,620460,525192,0.846456,503196,172
brc100d,42,Organic,0.3,50,1,1551150,1362864,0.878615,1325232,194
brc100d,42,Organic,0.3,100,1,3102300,2653268,0.855258,2546116,218
brc100d,42,Stochastic,0.1,10,1,310230,263975,0.850901,31429,40
brc100d,42,Stochastic,0.1,20,1,620460,502019,0.809108,62858,60
brc100d,42,Stochastic,0.1,50,1,1551150,1182013,0.762024,212903,68
brc100d,42,Stochastic,0.1,100,1,3102300,2364146,0.762062,397930,74
brc100d,42,Stochastic,0.2,10,1,310230,300960,0.970119,204342,62
brc100d,42,Stochastic,0.2,20,1,620460,600406,0.967679,425807,76
brc100d,42,Stochastic,0.2,50,1,1551150,1491076,0.961271,981895,76
brc100d,42,Stochastic,0.2,100,1,3102300,2976633,0.959492,1914881,82
brc100d,42,Stochastic,0.3,10,1,310230,309479,0.997579,275519,320
brc100d,42,Stochastic,0.3,20,1,620460,617019,0.994454,556199,320
brc100d,42,Stochastic,0.3,50,1,1551150,1542069,0.994146,1338153,326
brc100d,42,Stochastic,0.3,100,1,3102300,3085589,0.994613,2664591,328
brc101d,42,Radial,0.1,10,1,298820,230572,0.771608,222058,488
brc101d,42,Radial,0.1,20,1,597640,435737,0.729096,404955,654
brc101d,42,Radial,0.1,50,1,1494100,1083932,0.725475,1023015,648
brc101d,42,Radial,0.1,100,1,2988200,2183219,0.730613,2063443,658
brc101d,42,Radial,0.2,10,1,298820,273886,0.916558,263420,98
brc101d,42,Radial,0.2,20,1,597640,525051,0.878541,498912,346
brc101d,42,Radial,0.2,50,1,1494100,1308572,0.875826,1278444,346
brc101d,42,Radial,0.2,100,1,2988200,2638509,0.882976,2568646,350
brc101d,42,Radial,0.3,10,1,298820,284800,0.953082,283607,20
brc101d,42,Radial,0.3,20,1,597640,556973,0.931954,552535,36
brc101d,42,Radial,0.3,50,1,1494100,1404777,0.940216,1396445,36
brc101d,42,Radial,0.3,100,1,2988200,2806861,0.939315,2794314,36
brc101d,42,Linear,0.1,10,1,298820,292075,0.977428,290222,60
brc101d,42,Linear,0.1,20,1,597640,584552,0.978101,578360,80
brc101d,42,Linear,0.1,50,1,1494100,1465735,0.981015,1446299,98
brc101d,42,Linear,0.1,100,1,2988200,2927766,0.979776,2887796,116
brc101d,42,Linear,0.2,10,1,298820,297860,0.996787,297857,4
brc101d,42,Linear,0.2,20,1,597640,594320,0.994445,592841,52
brc101d,42,Linear,0.2,50,1,1494100,1487793,0.995779,1485296,56
brc101d,42,Linear,0.2,100,1,2988200,2973167,0.994969,2966122,62
brc101d,42,Linear,0.3,10,1,298820,298169,0.997821,298166,4
brc101d,42,Linear,0.3,20,1,597640,595621,0.996622,595316,18
brc101d,42,Linear,0.3,50,1,1494100,1490486,0.997581,1490212,12
brc101d,42,Linear,0.3,100,1,2988200,2980272,0.997347,2979557,20
brc101d,42,Sparse,0.1,10,1,298820,242134,0.810301,233492,84
brc101d,42,Sparse,0.1,20,1,597640,491972,0.823191,472973,84
brc101d,42,Sparse,0.1,50,1,1494100,1253773,0.839149,1189614,100
brc101d,42,Sparse,0.1,100,1,2988200,2462674,0.824133,2314562,84
brc101d,42,Sparse,0.2,10,1,298820,277217,0.927706,253049,94
brc101d,42,Sparse,0.2,20,1,597640,558881,0.935147,534705,94
brc101d,42,Sparse,0.2,50,1,1494100,1405701,0.940835,1346155,94
brc101d,42,Sparse,0.2,100,1,2988200,2802583,0.937883,2646956,100
brc101d,42,Sparse,0.3,10,1,298820,283354,0.948243,282166,34
brc101d,42,Sparse,0.3,20,1,597640,572669,0.958217,570283,34
brc101d,42,Sparse,0.3,50,1,1494100,1441230,0.964614,1421834,62
brc101d,42,Sparse,0.3,100,1,2988200,2874735,0.962029,2847402,62
brc101d,42,Organic,0.1,10,1,298820,190171,0.636407,180131,500
brc101d,42,Organic,0.1,20,1,597640,354831,0.59372,324151,566
brc101d,42,Organic,0.1,50,1,1494100,953109,0.637915,868446,568
brc101d,42,Organic,0.1,100,1,2988200,1940507,0.64939,1823749,570
brc101d,42,Organic,0.2,10,1,298820,278990,0.933639,278180,22
brc101d,42,Organic,0.2,20,1,597640,561186,0.939003,557618,102
brc101d,42,Organic,0.2,50,1,1494100,1418580,0.949455,1403021,130
brc101d,42,Organic,0.2,100,1,2988200,2829739,0.946971,2809092,146
brc101d,42,Organic,0.3,10,1,298820,289298,0.968135,288582,20
brc101d,42,Organic,0.3,20,1,597640,576549,0.96471,573127,68
brc101d,42,Organic,0.3,50,1,1494100,1454622,0.973577,1448833,66
brc101d,42,Organic,0.3,100,1,2988200,2900841,0.970765,2889801,68
brc101d,42,Stochastic,0.1,10,1,298820,247237,0.827378,30089,32
brc101d,42,Stochastic,0.1,20,1,597640,505374,0.845616,60178,36
brc101d,42,Stochastic,0.1,50,1,1494100,1261528,0.84434,150441,36
brc101d,42,Stochastic,0.1,100,1,2988200,2494082,0.834644,300887,36
brc101d,42,Stochastic,0.2,10,1,298820,287560,0.962318,109189,64
brc101d,42,Stochastic,0.2,20,1,597640,577400,0.966133,170987,64
brc101d,42,Stochastic,0.2,50,1,1494100,1425339,0.953978,356380,68
brc101d,42,Stochastic,0.2,100,1,2988200,2855999,0.955759,783867,66
brc101d,42,Stochastic,0.3,10,1,298820,296994,0.993889,265922,124
brc101d,42,Stochastic,0.3,20,1,597640,593455,0.992997,517109,122
brc101d,42,Stochastic,0.3,50,1,1494100,1485814,0.994454,1305664,108
brc101d,42,Stochastic,0.3,100,1,2988200,2966497,0.992737,2566327,106
brc201d,42,Radial,0.1,10,1,210660,125217,0.594403,102966,36
brc201d,42,Radial,0.1,20,1,337298,196925,0.583831,184361,34
brc201d,42,Radial,0.1,50,1,7750,0,0.0,0,0
brc201d,42,Radial,0.1,100,1,2106600,1178845,0.559596,1019124,44
brc201d,42,Radial,0.2,10,1,210660,184817,0.877324,179136,36
brc201d,42,Radial,0.2,20,1,337298,309120,0.91646,305904,34
brc201d,42,Radial,0.2,50,1,7750,0,0.0,0,0
brc201d,42,Radial,0.2,100,1,2106600,1837937,0.872466,1794638,40
brc201d,42,Radial,0.3,10,1,210660,194729,0.924376,194107,36
brc201d,42,Radial,0.3,20,1,337298,330995,0.981313,330869,12
brc201d,42,Radial,0.3,50,1,7750,0,0.0,0,0
brc201d,42,Radial,0.3,100,1,2106600,1959766,0.930298,1948144,40
brc201d,42,Linear,0.1,10,1,210660,208529,0.989884,207914,12
brc201d,42,Linear,0.1,20,1,337298,329168,0.975897,328127,20
brc201d,42,Linear,0.1,50,1,7750,3752,0.484129,2345,22
brc201d,42,Linear,0.1,100,1,2106600,2067652,0.981511,2063387,80
brc201d,42,Linear,0.2,10,1,210660,209046,0.992338,208835,12
brc201d,42,Linear,0.2,20,1,337298,334259,0.99099,333627,22
brc201d,42,Linear,0.2,50,1,7750,5972,0.770581,5731,10
brc201d,42,Linear,0.2,100,1,2106600,2092389,0.993254,2089927,44
brc201d,42,Linear,0.3,10,1,210660,210037,0.997043,209993,6
brc201d,42,Linear,0.3,20,1,337298,335660,0.995144,335287,22
brc201d,42,Linear,0.3,50,1,7750,6897,0.889935,6803,10
brc201d,42,Linear,0.3,100,1,2106600,2100210,0.996967,2098868,44
brc201d,42,Sparse,0.1,10,1,210660,165928,0.787658,161405,68
brc201d,42,Sparse,0.1,20,1,337298,257993,0.764881,246429,82
brc201d,42,Sparse,0.1,50,1,7750,5781,0.745935,4906,14
brc201d,42,Sparse,0.1,100,1,2106600,1667817,0.79171,1573228,98
brc201d,42,Sparse,0.2,10,1,210660,193402,0.918077,191862,70
brc201d,42,Sparse,0.2,20,1,337298,313459,0.929324,304663,24
brc201d,42,Sparse,0.2,50,1,7750,5781,0.745935,4906,14
brc201d,42,Sparse,0.2,100,1,2106600,1938155,0.920039,1923907,76
brc201d,42,Sparse,0.3,10,1,210660,203816,0.967512,202332,70
brc201d,42,Sparse,0.3,20,1,337298,322208,0.955262,318094,70
brc201d,42,Sparse,0.3,50,1,7750,7466,0.963355,7439,4
brc201d,42,Sparse,0.3,100,1,2106600,2015051,0.956542,2000520,76
brc201d,42,Organic,0.1,10,1,210660,152087,0.721955,151008,74
brc201d,42,Organic,0.1,20,1,337298,222779,0.660481,217706,74
brc201d,42,Organic,0.1,50,1,7750,0,0.0,0,0
brc201d,42,Organic,0.1,100,1,2106600,1466481,0.696136,1451744,74
brc201d,42,Organic,0.2,10,1,210660,192658,0.914545,192169,24
brc201d,42,Organic,0.2,20,1,337298,307333,0.911162,304664,50
brc201d,42,Organic,0.2,50,1,7750,0,0.0,0,0
brc201d,42,Organic,0.2,100,1,2106600,1933561,0.917859,1920938,34
brc201d,42,Organic,0.3,10,1,210660,204636,0.971404,204388,12
brc201d,42,Organic,0.3,20,1,337298,323236,0.95831,320885,50
brc201d,42,Organic,0.3,50,1,7750,0,0.0,0,0
brc201d,42,Organic,0.3,100,1,2106600,2020609,0.95918,2010834,34
brc201d,42,Stochastic,0.1,10,1,210660,169914,0.806579,21299,32
brc201d,42,Stochastic,0.1,20,1,337298,259904,0.770547,34096,32
brc201d,42,Stochastic,0.1,50,1,7750,1790,0.230968,795,8
brc201d,42,Stochastic,0.1,100,1,2106600,1698350,0.806204,250863,34
brc201d,42,Stochastic,0.2,10,1,210660,201612,0.957049,145199,42
brc201d,42,Stochastic,0.2,20,1,337298,311710,0.924138,244970,32
brc201d,42,Stochastic,0.2,50,1,7750,3910,0.504516,1564,14
brc201d,42,Stochastic,0.2,100,1,2106600,2010618,0.954437,1515036,44
brc201d,42,Stochastic,0.3,10,1,210660,209529,0.994631,191643,94
brc201d,42,Stochastic,0.3,20,1,337298,334276,0.991041,297160,106
brc201d,42,Stochastic,0.3,50,1,7750,6012,0.775742,4301,14
brc201d,42,Stochastic,0.3,100,1,2106600,2088844,0.991571,1911777,120
brc202d,42,Radial,0.1,10,1,431510,241896,0.56058,238000,164
brc202d,42,Radial,0.1,20,1,863020,455944,0.528312,451646,164
brc202d,42,Radial,0.1,50,1,2157550,1125529,0.52167,1116037,164
brc202d,42,Radial,0.1,100,1,4315100,2117150,0.490638,2099218,190
brc202d,42,Radial,0.2,10,1,431510,367143,0.850833,296027,176
brc202d,42,Radial,0.2,20,1,863020,744494,0.862661,573289,176
brc202d,42,Radial,0.2,50,1,2157550,1772135,0.821365,1369365,176
brc202d,42,Radial,0.2,100,1,4315100,3509695,0.813352,2638610,200
brc202d,42,Radial,0.3,10,1,431510,408679,0.94709,398443,168
brc202d,42,Radial,0.3,20,1,863020,823525,0.954236,811521,168
brc202d,42,Radial,0.3,50,1,2157550,2032943,0.942246,1999813,168
brc202d,42,Radial,0.3,100,1,4315100,4060936,0.941099,3986080,200
brc202d,42,Linear,0.1,10,1,431510,424249,0.983173,422440,70
brc202d,42,Linear,0.1,20,1,863020,851282,0.986399,847525,74
brc202d,42,Linear,0.1,50,1,2157550,2123645,0.984285,2114486,156
brc202d,42,Linear,0.1,100,1,4315100,4245858,0.983954,4223260,156
brc202d,42,Linear,0.2,10,1,431510,430830,0.998424,430820,8
brc202d,42,Linear,0.2,20,1,863020,861179,0.997867,860559,72
brc202d,42,Linear,0.2,50,1,2157550,2148073,0.995608,2147153,72
brc202d,42,Linear,0.2,100,1,4315100,4296278,0.995638,4293670,72
brc202d,42,Linear,0.3,10,1,431510,431206,0.999295,431197,8
brc202d,42,Linear,0.3,20,1,863020,862170,0.999015,862110,8
brc202d,42,Linear,0.3,50,1,2157550,2154432,0.998555,2153996,56
brc202d,42,Linear,0.3,100,1,4315100,4308589,0.998491,4307367,56
brc202d,42,Sparse,0.1,10,1,431510,281983,0.65348,281271,22
brc202d,42,Sparse,0.1,20,1,863020,550808,0.638233,549345,30
brc202d,42,Sparse,0.1,50,1,2157550,1429257,0.662444,1423905,146
brc202d,42,Sparse,0.1,100,1,4315100,2763480,0.640421,2723166,146
brc202d,42,Sparse,0.2,10,1,431510,403123,0.934215,398759,58
brc202d,42,Sparse,0.2,20,1,863020,802814,0.930238,792748,140
brc202d,42,Sparse,0.2,50,1,2157550,2026398,0.939213,1998032,146
brc202d,42,Sparse,0.2,100,1,4315100,4038026,0.93579,3965042,186
brc202d,42,Sparse,0.3,10,1,431510,424431,0.983595,422882,60
brc202d,42,Sparse,0.3,20,1,863020,847450,0.981959,844503,140
brc202d,42,Sparse,0.3,50,1,2157550,2124936,0.984884,2115178,84
brc202d,42,Sparse,0.3,100,1,4315100,4245274,0.983818,4216043,186
brc202d,42,Organic,0.1,10,1,431510,355561,0.823992,258563,136
brc202d,42,Organic,0.1,20,1,863020,700775,0.812003,535030,190
brc202d,42,Organic,0.1,50,1,2157550,1744701,0.808649,1303016,190
brc202d,42,Organic,0.1,100,1,4315100,3457729,0.801309,2370605,202
brc202d,42,Organic,0.2,10,1,431510,402050,0.931728,393966,112
brc202d,42,Organic,0.2,20,1,863020,792227,0.917971,770779,106
brc202d,42,Organic,0.2,50,1,2157550,1997969,0.926036,1944294,112
brc202d,42,Organic,0.2,100,1,4315100,3945709,0.914396,3783151,136
brc202d,42,Organic,0.3,10,1,431510,419293,0.971688,413652,112
brc202d,42,Organic,0.3,20,1,863020,832265,0.964364,817415,106
brc202d,42,Organic,0.3,50,1,2157550,2065862,0.957504,2026013,112
brc202d,42,Organic,0.3,100,1,4315100,4101776,0.950563,3962591,136
brc202d,42,Stochastic,0.1,10,1,431510,412542,0.956043,205891,60
brc202d,42,Stochastic,0.1,20,1,863020,824488,0.955352,433294,64
brc202d,42,Stochastic,0.1,50,1,2157550,2035029,0.943213,1001230,66
brc202d,42,Stochastic,0.1,100,1,4315100,4042667,0.936865,1904685,66
brc202d,42,Stochastic,0.2,10,1,431510,428060,0.992005,342770,94
brc202d,42,Stochastic,0.2,20,1,863020,852324,0.987606,606154,132
brc202d,42,Stochastic,0.2,50,1,2157550,2124231,0.984557,1449210,132
brc202d,42,Stochastic,0.2,100,1,4315100,4247283,0.984284,2753022,178
brc202d,42,Stochastic,0.3,10,1,431510,431155,0.999177,430107,40
brc202d,42,Stochastic,0.3,20,1,863020,861162,0.997847,832150,110
brc202d,42,Stochastic,0.3,50,1,2157550,2152176,0.997509,1999343,148
brc202d,42,Stochastic,0.3,100,1,4315100,4302770,0.997143,3936346,148
brc203d,42,Radial,0.1,10,1,207120,127757,0.616826,106691,42
brc203d,42,Radial,0.1,20,1,414240,202361,0.488511,149630,42
brc203d,42,Radial,0.1,50,1,1035600,488124,0.471344,390998,42
brc203d,42,Radial,0.1,100,1,2071200,983615,0.474901,780165,48
brc203d,42,Radial,0.2,10,1,207120,186083,0.898431,184558,36
brc203d,42,Radial,0.2,20,1,414240,358669,0.865848,347762,36
brc203d,42,Radial,0.2,50,1,1035600,892035,0.86137,874200,36
brc203d,42,Radial,0.2,100,1,2071200,1794621,0.866464,1745114,46
brc203d,42,Radial,0.3,10,1,207120,192173,0.927834,190543,36
brc203d,42,Radial,0.3,20,1,414240,381635,0.92129,374713,58
