config,expansoes,memoria_MB,subotimalidade,robustez,preparacao_ms
Manhattan,0.20941596126193018,0.0,0.0,1.2630880596438248,0.0
Fórmula,0.07531162556958204,0.0,0.11183120388856937,1.1303052563670526,543616.8217647058
Memória-10,0.04786424226915571,4.909122691434972,0.0,2.209935777142259,11.985251211764707
Memória-20,0.03257695247911177,9.818245382869945,0.0,1.8195878013394156,16.728411729411764
Memória-50,0.04428425325746737,24.545613457174863,0.0,1.437619901186818,42.42671742352942
Memória-100,0.024955133756935543,49.091226914349726,0.0,1.3013877588149358,103.44398489411765
